0.01.274.592 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.434.982 I srv    load_model: loading model '/work/GLM-5.2-GGUF/REAP50/GLM-5.2-REAP50-Q3_K_M-00001-of-00005.gguf'
0.03.384.478 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
0.03.384.490 W load: special_eom_id is not in special_eog_ids - the tokenizer config may be incorrect
2.02.682.621 I srv    load_model: initializing, n_slots = 8, n_ctx_slot = 2048, kv_unified = 'false'
2.02.708.117 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
2.02.708.170 I srv  llama_server: model loaded
2.02.708.177 I srv  llama_server: listening on http://127.0.0.1:8080
2.30.630.013 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = -1
37.45.478.753 I slot print_timing: id  5 | task 25413 | n_decoded =    100, tg =  11.16 t/s, tg_3s =  11.16 t/s
37.45.804.640 I slot print_timing: id  1 | task 24222 | prompt eval time =     214.96 ms /    44 tokens (    4.89 ms per token,   204.69 tokens per second)
37.45.804.650 I slot print_timing: id  1 | task 24222 |        eval time =  106904.76 ms /  1280 tokens (   83.52 ms per token,    11.97 tokens per second)
37.45.804.651 I slot print_timing: id  1 | task 24222 |       total time =  107119.72 ms /  1324 tokens
37.45.804.651 I slot print_timing: id  1 | task 24222 |    graphs reused =      23694
37.45.804.753 I slot      release: id  1 | task 24222 | stop processing: n_tokens = 1327, truncated = 0
37.45.805.121 I slot print_timing: id  2 | task 24800 | n_decoded =    709, tg =  11.88 t/s, tg_3s =  11.11 t/s
37.45.893.210 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 418397595022
37.45.893.406 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 3.826 MiB)
37.45.893.424 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 10.110 MiB)
37.45.894.751 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 33.151 MiB)
37.45.940.452 I slot launch_slot_: id  1 | task 25524 | processing task, is_child = 0
37.46.226.217 I slot print_timing: id  5 | task 25413 | prompt eval time =     261.21 ms /    57 tokens (    4.58 ms per token,   218.22 tokens per second)
37.46.226.242 I slot print_timing: id  5 | task 25413 |        eval time =    9704.68 ms /   107 tokens (   90.70 ms per token,    11.03 tokens per second)
37.46.226.243 I slot print_timing: id  5 | task 25413 |       total time =    9965.89 ms /   164 tokens
37.46.226.245 I slot print_timing: id  5 | task 25413 |    graphs reused =      23694
37.46.226.316 I slot      release: id  5 | task 25413 | stop processing: n_tokens = 166, truncated = 0
37.46.289.939 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 418398016585
37.46.290.077 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 24.499 MiB)
37.46.297.414 I slot launch_slot_: id  5 | task 25528 | processing task, is_child = 0
37.46.930.177 I slot print_timing: id  7 | task 24470 | n_decoded =   1046, tg =  11.95 t/s, tg_3s =   9.86 t/s
37.48.072.523 I slot print_timing: id  6 | task 25443 | n_decoded =    100, tg =  11.07 t/s, tg_3s =  11.07 t/s
37.48.396.453 I slot print_timing: id  1 | task 25524 | prompt eval time =     199.19 ms /    40 tokens (    4.98 ms per token,   200.82 tokens per second)
37.48.396.465 I slot print_timing: id  1 | task 25524 |        eval time =    2256.78 ms /    27 tokens (   83.58 ms per token,    11.96 tokens per second)
37.48.396.465 I slot print_timing: id  1 | task 25524 |       total time =    2455.96 ms /    67 tokens
37.48.396.466 I slot print_timing: id  1 | task 25524 |    graphs reused =      23716
37.48.396.522 I slot      release: id  1 | task 25524 | stop processing: n_tokens = 69, truncated = 0
37.48.484.888 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 418400186791
37.48.487.473 I slot launch_slot_: id  1 | task 25554 | processing task, is_child = 0
37.48.838.353 I slot print_timing: id  2 | task 24800 | n_decoded =    740, tg =  11.80 t/s, tg_3s =  10.22 t/s
37.49.412.062 I slot print_timing: id  0 | task 25458 | n_decoded =    100, tg =  11.03 t/s, tg_3s =  11.03 t/s
37.49.984.976 I slot print_timing: id  7 | task 24470 | n_decoded =   1081, tg =  11.93 t/s, tg_3s =  11.46 t/s
37.50.145.330 I slot print_timing: id  0 | task 25458 | prompt eval time =     239.34 ms /    58 tokens (    4.13 ms per token,   242.34 tokens per second)
37.50.145.340 I slot print_timing: id  0 | task 25458 |        eval time =    9799.61 ms /   109 tokens (   89.90 ms per token,    11.12 tokens per second)
37.50.145.341 I slot print_timing: id  0 | task 25458 |       total time =   10038.94 ms /   167 tokens
37.50.145.342 I slot print_timing: id  0 | task 25458 |    graphs reused =      23732
37.50.145.399 I slot      release: id  0 | task 25458 | stop processing: n_tokens = 169, truncated = 0
37.50.223.696 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 418401935669
37.50.230.231 I slot launch_slot_: id  0 | task 25574 | processing task, is_child = 0
37.51.086.110 I slot print_timing: id  6 | task 25443 | n_decoded =    133, tg =  11.04 t/s, tg_3s =  10.95 t/s
37.51.330.518 I slot print_timing: id  3 | task 25481 | n_decoded =    100, tg =  11.11 t/s, tg_3s =  11.11 t/s
37.51.901.961 I slot print_timing: id  0 | task 25574 | prompt eval time =     194.77 ms /    43 tokens (    4.53 ms per token,   220.77 tokens per second)
37.51.901.970 I slot print_timing: id  0 | task 25574 |        eval time =    1476.93 ms /    19 tokens (   77.73 ms per token,    12.86 tokens per second)
37.51.901.971 I slot print_timing: id  0 | task 25574 |       total time =    1671.70 ms /    62 tokens
37.51.901.976 I slot print_timing: id  0 | task 25574 |    graphs reused =      23750
37.51.902.022 I slot      release: id  0 | task 25574 | stop processing: n_tokens = 64, truncated = 0
37.51.902.663 I slot print_timing: id  2 | task 24800 | n_decoded =    776, tg =  11.80 t/s, tg_3s =  11.75 t/s
37.51.981.784 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 418403692292
37.51.984.275 I slot launch_slot_: id  0 | task 25595 | processing task, is_child = 0
37.53.044.360 I slot print_timing: id  7 | task 24470 | n_decoded =   1115, tg =  11.90 t/s, tg_3s =  11.11 t/s
37.53.289.946 I slot print_timing: id  4 | task 25504 | n_decoded =    100, tg =  11.26 t/s, tg_3s =  11.26 t/s
37.54.110.509 I slot print_timing: id  6 | task 25443 | n_decoded =    168, tg =  11.15 t/s, tg_3s =  11.57 t/s
37.54.355.440 I slot print_timing: id  3 | task 25481 | n_decoded =    135, tg =  11.23 t/s, tg_3s =  11.57 t/s
37.54.931.193 I slot print_timing: id  2 | task 24800 | n_decoded =    811, tg =  11.79 t/s, tg_3s =  11.56 t/s
37.55.096.464 I slot print_timing: id  5 | task 25528 | n_decoded =    100, tg =  11.66 t/s, tg_3s =  11.66 t/s
37.56.080.994 I slot print_timing: id  7 | task 24470 | n_decoded =   1152, tg =  11.91 t/s, tg_3s =  12.18 t/s
37.56.326.518 I slot print_timing: id  4 | task 25504 | n_decoded =    137, tg =  11.50 t/s, tg_3s =  12.18 t/s
37.57.144.011 I slot print_timing: id  1 | task 25554 | n_decoded =    100, tg =  11.92 t/s, tg_3s =  11.92 t/s
37.57.145.594 I slot print_timing: id  6 | task 25443 | n_decoded =    205, tg =  11.32 t/s, tg_3s =  12.19 t/s
37.57.389.133 I slot print_timing: id  3 | task 25481 | n_decoded =    172, tg =  11.42 t/s, tg_3s =  12.20 t/s
37.57.962.468 I slot print_timing: id  2 | task 24800 | n_decoded =    848, tg =  11.80 t/s, tg_3s =  12.21 t/s
37.58.127.656 I slot print_timing: id  5 | task 25528 | n_decoded =    137, tg =  11.80 t/s, tg_3s =  12.21 t/s
37.59.115.223 I slot print_timing: id  7 | task 24470 | n_decoded =   1189, tg =  11.92 t/s, tg_3s =  12.19 t/s
37.59.360.235 I slot print_timing: id  4 | task 25504 | n_decoded =    174, tg =  11.64 t/s, tg_3s =  12.20 t/s
37.59.524.715 I slot print_timing: id  5 | task 25528 | prompt eval time =     220.26 ms /    44 tokens (    5.01 ms per token,   199.77 tokens per second)
37.59.524.724 I slot print_timing: id  5 | task 25528 |        eval time =   13007.00 ms /   154 tokens (   84.46 ms per token,    11.84 tokens per second)
37.59.524.725 I slot print_timing: id  5 | task 25528 |       total time =   13227.26 ms /   198 tokens
37.59.524.726 I slot print_timing: id  5 | task 25528 |    graphs reused =      23839
37.59.524.842 I slot      release: id  5 | task 25528 | stop processing: n_tokens = 200, truncated = 0
37.59.591.217 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 418411315112
37.59.591.608 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 2.414 MiB)
37.59.599.100 I slot launch_slot_: id  5 | task 25687 | processing task, is_child = 0
38.00.144.122 I slot print_timing: id  1 | task 25554 | n_decoded =    135, tg =  11.85 t/s, tg_3s =  11.67 t/s
38.00.145.677 I slot print_timing: id  6 | task 25443 | n_decoded =    240, tg =  11.37 t/s, tg_3s =  11.67 t/s
38.00.389.262 I slot print_timing: id  3 | task 25481 | n_decoded =    207, tg =  11.46 t/s, tg_3s =  11.67 t/s
38.00.470.341 I slot print_timing: id  0 | task 25595 | n_decoded =    100, tg =  12.12 t/s, tg_3s =  12.12 t/s
38.00.964.134 I slot print_timing: id  2 | task 24800 | n_decoded =    883, tg =  11.80 t/s, tg_3s =  11.66 t/s
38.02.197.448 I slot print_timing: id  7 | task 24470 | n_decoded =   1225, tg =  11.91 t/s, tg_3s =  11.68 t/s
38.02.279.490 I slot print_timing: id  4 | task 25504 | prompt eval time =     360.84 ms /    85 tokens (    4.25 ms per token,   235.56 tokens per second)
38.02.279.500 I slot print_timing: id  4 | task 25504 |        eval time =   17867.01 ms /   208 tokens (   85.90 ms per token,    11.64 tokens per second)
38.02.279.501 I slot print_timing: id  4 | task 25504 |       total time =   18227.85 ms /   293 tokens
38.02.279.503 I slot print_timing: id  4 | task 25504 |    graphs reused =      23867
38.02.279.641 I slot      release: id  4 | task 25504 | stop processing: n_tokens = 295, truncated = 0
38.02.280.312 I slot print_timing: id  6 | task 25443 | prompt eval time =     269.18 ms /    62 tokens (    4.34 ms per token,   230.33 tokens per second)
38.02.280.315 I slot print_timing: id  6 | task 25443 |        eval time =   23241.90 ms /   266 tokens (   87.38 ms per token,    11.44 tokens per second)
38.02.280.316 I slot print_timing: id  6 | task 25443 |       total time =   23511.08 ms /   328 tokens
38.02.280.316 I slot print_timing: id  6 | task 25443 |    graphs reused =      23867
38.02.280.380 I slot      release: id  6 | task 25443 | stop processing: n_tokens = 330, truncated = 0
38.02.344.639 I slot get_availabl: id  4 | task -1 | selected slot by LRU, t_last = 418414069911
38.02.344.812 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 59.517 MiB)
38.02.362.298 I slot launch_slot_: id  4 | task 25720 | processing task, is_child = 0
38.02.373.764 I slot get_availabl: id  6 | task -1 | selected slot by LRU, t_last = 418414070649
38.02.373.883 I slot launch_slot_: id  6 | task 25721 | processing task, is_child = 0
38.03.176.118 I slot print_timing: id  1 | task 25554 | n_decoded =    169, tg =  11.72 t/s, tg_3s =  11.21 t/s
38.03.423.365 I slot print_timing: id  3 | task 25481 | n_decoded =    241, tg =  11.42 t/s, tg_3s =  11.21 t/s
38.03.504.932 I slot print_timing: id  0 | task 25595 | n_decoded =    134, tg =  11.87 t/s, tg_3s =  11.20 t/s
38.03.998.234 I slot print_timing: id  2 | task 24800 | n_decoded =    917, tg =  11.78 t/s, tg_3s =  11.21 t/s
38.04.409.196 I slot print_timing: id  1 | task 25554 | prompt eval time =     264.90 ms /    58 tokens (    4.57 ms per token,   218.95 tokens per second)
38.04.409.205 I slot print_timing: id  1 | task 25554 |        eval time =   15656.79 ms /   184 tokens (   85.09 ms per token,    11.75 tokens per second)
38.04.409.206 I slot print_timing: id  1 | task 25554 |       total time =   15921.69 ms /   242 tokens
38.04.409.207 I slot print_timing: id  1 | task 25554 |    graphs reused =      23887
38.04.409.309 I slot      release: id  1 | task 25554 | stop processing: n_tokens = 244, truncated = 0
38.04.497.830 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 418416199578
38.04.507.168 I slot launch_slot_: id  1 | task 25745 | processing task, is_child = 0
38.05.206.075 I slot print_timing: id  7 | task 24470 | n_decoded =   1257, tg =  11.88 t/s, tg_3s =  10.64 t/s
38.05.288.147 I slot print_timing: id  6 | task 25721 | prompt eval time =     306.47 ms /    62 tokens (    4.94 ms per token,   202.30 tokens per second)
38.05.288.157 I slot print_timing: id  6 | task 25721 |        eval time =    2607.64 ms /    31 tokens (   84.12 ms per token,    11.89 tokens per second)
38.05.288.158 I slot print_timing: id  6 | task 25721 |       total time =    2914.11 ms /    93 tokens
38.05.288.159 I slot print_timing: id  6 | task 25721 |    graphs reused =      23893
38.05.288.262 I slot      release: id  6 | task 25721 | stop processing: n_tokens = 95, truncated = 0
38.05.359.092 I slot get_availabl: id  6 | task -1 | selected slot by LRU, t_last = 418417078531
38.05.362.220 I slot launch_slot_: id  6 | task 25755 | processing task, is_child = 0
38.06.439.575 I slot print_timing: id  3 | task 25481 | n_decoded =    275, tg =  11.41 t/s, tg_3s =  11.27 t/s
38.06.520.603 I slot print_timing: id  0 | task 25595 | n_decoded =    168, tg =  11.75 t/s, tg_3s =  11.27 t/s
38.07.011.821 I slot print_timing: id  2 | task 24800 | n_decoded =    951, tg =  11.76 t/s, tg_3s =  11.28 t/s
38.07.177.265 I slot print_timing: id  7 | task 24470 | prompt eval time =     233.49 ms /    54 tokens (    4.32 ms per token,   231.27 tokens per second)
38.07.177.277 I slot print_timing: id  7 | task 24470 |        eval time =  107806.77 ms /  1280 tokens (   84.22 ms per token,    11.87 tokens per second)
38.07.177.289 I slot print_timing: id  7 | task 24470 |       total time =  108040.26 ms /  1334 tokens
38.07.177.290 I slot print_timing: id  7 | task 24470 |    graphs reused =      23912
38.07.177.415 I slot      release: id  7 | task 24470 | stop processing: n_tokens = 1336, truncated = 0
38.07.252.821 I slot get_availabl: id  7 | task -1 | selected slot by LCP similarity, sim_best = 0.129 (> 0.100 thold), f_keep = 0.003
38.07.253.021 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 4.646 MiB)
38.07.253.041 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 13.571 MiB)
38.07.254.623 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 28.825 MiB)
38.07.301.373 I slot launch_slot_: id  7 | task 25778 | processing task, is_child = 0
38.08.516.885 I slot print_timing: id  5 | task 25687 | n_decoded =    100, tg =  11.49 t/s, tg_3s =  11.49 t/s
38.09.247.350 I slot print_timing: id  5 | task 25687 | prompt eval time =     212.84 ms /    43 tokens (    4.95 ms per token,   202.03 tokens per second)
38.09.247.360 I slot print_timing: id  5 | task 25687 |        eval time =    9435.38 ms /   109 tokens (   86.56 ms per token,    11.55 tokens per second)
38.09.247.361 I slot print_timing: id  5 | task 25687 |       total time =    9648.22 ms /   152 tokens
38.09.247.363 I slot print_timing: id  5 | task 25687 |    graphs reused =      23932
38.09.247.460 I slot      release: id  5 | task 25687 | stop processing: n_tokens = 154, truncated = 0
38.09.311.193 I slot get_availabl: id  5 | task -1 | selected slot by LCP similarity, sim_best = 0.122 (> 0.100 thold), f_keep = 0.032
38.09.311.329 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 13.844 MiB)
38.09.318.949 I slot launch_slot_: id  5 | task 25803 | processing task, is_child = 0
38.09.517.445 I slot print_timing: id  3 | task 25481 | n_decoded =    310, tg =  11.40 t/s, tg_3s =  11.37 t/s
38.09.602.470 I slot print_timing: id  0 | task 25595 | n_decoded =    203, tg =  11.68 t/s, tg_3s =  11.36 t/s
38.10.011.868 I slot print_timing: id  2 | task 24800 | n_decoded =    985, tg =  11.74 t/s, tg_3s =  11.33 t/s
38.11.236.067 I slot print_timing: id  4 | task 25720 | n_decoded =    100, tg =  11.69 t/s, tg_3s =  11.69 t/s
38.12.538.817 I slot print_timing: id  3 | task 25481 | n_decoded =    347, tg =  11.49 t/s, tg_3s =  12.25 t/s
38.12.619.205 I slot print_timing: id  0 | task 25595 | n_decoded =    240, tg =  11.76 t/s, tg_3s =  12.26 t/s
38.13.027.986 I slot print_timing: id  2 | task 24800 | n_decoded =   1022, tg =  11.76 t/s, tg_3s =  12.27 t/s
38.13.109.276 I slot print_timing: id  1 | task 25745 | n_decoded =    100, tg =  11.90 t/s, tg_3s =  11.90 t/s
38.13.843.436 I slot print_timing: id  6 | task 25755 | n_decoded =    100, tg =  12.03 t/s, tg_3s =  12.03 t/s
38.14.171.427 I slot print_timing: id  5 | task 25803 | prompt eval time =     199.27 ms /    36 tokens (    5.54 ms per token,   180.66 tokens per second)
38.14.171.439 I slot print_timing: id  5 | task 25803 |        eval time =    4653.18 ms /    58 tokens (   80.23 ms per token,    12.46 tokens per second)
38.14.171.440 I slot print_timing: id  5 | task 25803 |       total time =    4852.44 ms /    94 tokens
38.14.171.442 I slot print_timing: id  5 | task 25803 |    graphs reused =      23988
38.14.171.511 I slot      release: id  5 | task 25803 | stop processing: n_tokens = 98, truncated = 0
38.14.235.657 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 418425961780
38.14.238.930 I slot launch_slot_: id  5 | task 25863 | processing task, is_child = 0
38.14.505.096 I slot print_timing: id  4 | task 25720 | n_decoded =    138, tg =  11.67 t/s, tg_3s =  11.62 t/s
38.15.573.978 I slot print_timing: id  3 | task 25481 | n_decoded =    382, tg =  11.49 t/s, tg_3s =  11.53 t/s
38.15.654.894 I slot print_timing: id  0 | task 25595 | n_decoded =    275, tg =  11.73 t/s, tg_3s =  11.53 t/s
38.15.820.316 I slot print_timing: id  7 | task 25778 | n_decoded =    100, tg =  11.95 t/s, tg_3s =  11.95 t/s
38.16.063.483 I slot print_timing: id  2 | task 24800 | n_decoded =   1057, tg =  11.75 t/s, tg_3s =  11.53 t/s
38.16.145.402 I slot print_timing: id  1 | task 25745 | n_decoded =    135, tg =  11.80 t/s, tg_3s =  11.53 t/s
38.16.797.102 I slot print_timing: id  0 | task 25595 | prompt eval time =     232.80 ms /    55 tokens (    4.23 ms per token,   236.25 tokens per second)
38.16.797.111 I slot print_timing: id  0 | task 25595 |        eval time =   24580.00 ms /   289 tokens (   85.05 ms per token,    11.76 tokens per second)
38.16.797.111 I slot print_timing: id  0 | task 25595 |       total time =   24812.80 ms /   344 tokens
38.16.797.112 I slot print_timing: id  0 | task 25595 |    graphs reused =      24015
38.16.797.206 I slot      release: id  0 | task 25595 | stop processing: n_tokens = 348, truncated = 0
38.16.875.934 I slot print_timing: id  6 | task 25755 | n_decoded =    135, tg =  11.90 t/s, tg_3s =  11.54 t/s
38.16.876.272 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.103 (> 0.100 thold), f_keep = 0.009
38.16.876.408 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 6.012 MiB)
38.16.876.433 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 8.015 MiB)
38.16.885.331 I slot launch_slot_: id  0 | task 25894 | processing task, is_child = 0
38.17.527.396 I slot print_timing: id  1 | task 25745 | prompt eval time =     199.31 ms /    37 tokens (    5.39 ms per token,   185.64 tokens per second)
38.17.527.405 I slot print_timing: id  1 | task 25745 |        eval time =   12820.88 ms /   151 tokens (   84.91 ms per token,    11.78 tokens per second)
38.17.527.406 I slot print_timing: id  1 | task 25745 |       total time =   13020.19 ms /   188 tokens
38.17.527.407 I slot print_timing: id  1 | task 25745 |    graphs reused =      24021
38.17.527.454 I slot      release: id  1 | task 25745 | stop processing: n_tokens = 190, truncated = 0
